********LEGEND FOR FIELD NAMES LOCATED AT BOTTOM OF FILE************,,,,,,,,,,,,,,,,,,,,
Station_Code,m/d/y hh:mm,See Legend,See Legend,See Legend, C,Flag Code See Legend,mS/cm,Flag Code See Legend,Units,Flag Code See Legend,psu,Flag Code See Legend,m,Flag Code,FNU/NTU,Flag Code See Legend,%,Flag Code See Legend,mg/L,Flag Code See Legend
cmlahwq,6/30/2023 17:00,1,1, ,33.3,0,46.15,0,8,0,29.7,0,0.57,0,9,0,117.7,0,7.2,0
cmlahwq,6/30/2023 17:15,1,1, ,33.3,0,46.13,0,8,0,29.7,0,0.54,0,9,0,115.1,0,7,0
cmlahwq,6/30/2023 17:30,1,1, ,33.4,0,46.11,0,8,0,29.7,0,0.51,0,9,0,118.3,0,7.2,0
cmlahwq,6/30/2023 17:45,1,1, ,33.4,0,46.1,0,8,0,29.6,0,0.48,0,11,0,116.4,0,7.1,0
cmlahwq,6/30/2023 18:00,1,1, ,33.4,0,46.09,0,8,0,29.6,0,0.45,0,9,0,115.8,0,7.1,0
cmlahwq,6/30/2023 18:15,1,1, ,33.4,0,46.11,0,8,0,29.7,0,0.43,0,11,0,115.5,0,7,0
cmlahwq,6/30/2023 18:30,1,1, ,33.3,0,46.13,0,8,0,29.7,0,0.42,0,11,0,117,0,7.1,0
cmlahwq,6/30/2023 18:45,1,1, ,33.2,0,46.15,0,8,0,29.7,0,0.41,0,12,0,114.8,0,7,0
cmlahwq,6/30/2023 19:00,1,1, ,33.1,0,46.17,0,8,0,29.7,0,0.42,0,12,0,115.2,0,7,0
cmlahwq,6/30/2023 19:15,1,1, ,33.1,0,46.16,0,8,0,29.7,0,0.44,0,13,0,109.9,0,6.7,0
cmlahwq,6/30/2023 19:30,1,1, ,33,0,46.16,0,8,0,29.7,0,0.48,0,13,0,108.9,0,6.7,0
cmlahwq,6/30/2023 19:45,1,1, ,32.8,0,46.12,0,8,0,29.7,0,0.52,0,14,0,107.5,0,6.6,0
cmlahwq,6/30/2023 20:00,1,1, ,32.7,0,46.16,0,8,0,29.7,0,0.56,0,15,0,105.3,0,6.5,0
cmlahwq,6/30/2023 20:15,1,1, ,32.6,0,46.24,0,8,0,29.8,0,0.59,0,15,0,100.9,0,6.2,0
cmlahwq,6/30/2023 20:30,1,1, ,32.6,0,46.32,0,8,0,29.8,0,0.64,0,14,0,96.1,0,5.9,0
cmlahwq,6/30/2023 20:45,1,1, ,32.5,0,46.34,0,8,0,29.9,0,0.69,0,14,0,99.5,0,6.1,0
cmlahwq,6/30/2023 21:00,1,1, ,32.4,0,46.39,0,8,0,29.9,0,0.74,0,13,0,100,0,6.2,0
cmlahwq,6/30/2023 21:15,1,1, ,32.3,0,46.51,0,8,0,30,0,0.78,0,13,0,95.1,0,5.9,0
cmlahwq,6/30/2023 21:30,1,1, ,32.2,0,46.52,0,8,0,30,0,0.84,0,13,0,94.9,0,5.9,0
cmlahwq,6/30/2023 21:45,1,1, ,32.2,0,46.55,0,8,0,30,0,0.9,0,13,0,92.7,0,5.7,0
cmlahwq,6/30/2023 22:00,1,1, ,32.2,0,46.52,0,8,0,30,0,0.96,0,12,0,92.2,0,5.7,0
cmlahwq,6/30/2023 22:15,1,1, ,32.2,0,46.55,0,8,0,30,0,1.01,0,11,0,90.5,0,5.6,0
cmlahwq,6/30/2023 22:30,1,1, ,32.1,0,46.61,0,7.9,0,30.1,0,1.06,0,9,0,88.8,0,5.5,0
cmlahwq,6/30/2023 22:45,1,1, ,32.1,0,46.61,0,7.9,0,30.1,0,1.11,0,8,0,88.1,0,5.5,0
cmlahwq,6/30/2023 23:00,1,1, ,32.1,0,46.59,0,7.9,0,30.1,0,1.15,0,7,0,80.8,0,5,0
cmlahwq,6/30/2023 23:15,1,1, ,32.1,0,46.59,0,7.9,0,30,0,1.2,0,7,0,79.8,0,5,0
cmlahwq,6/30/2023 23:30,1,1, ,32.1,0,46.85,0,7.9,0,30.2,0,1.22,0,8,0,81.9,0,5.1,0
cmlahwq,6/30/2023 23:45,1,1, ,32.1,0,46.8,0,7.9,0,30.2,0,1.27,0,6,0,82.9,0,5.1,0
cmlahwq,7/1/2023,1,1, ,32.1,0,46.89,0,7.9,0,30.3,0,1.29,0,7,0,86.7,0,5.4,0
cmlahwq,7/1/2023 0:15,1,1, ,32,0,46.87,0,7.9,0,30.3,0,1.32,0,6,0,79,0,4.9,0
cmlahwq,7/1/2023 0:30,1,1, ,32,0,46.84,0,7.8,0,30.2,0,1.33,0,5,0,62.4,0,3.9,0
cmlahwq,7/1/2023 0:45,1,1, ,31.9,0,46.75,0,7.9,0,30.2,0,1.34,0,6,0,75.5,0,4.7,0
cmlahwq,7/1/2023 1:00,1,1, ,31.8,0,46.65,0,7.9,0,30.1,0,1.34,0,7,0,74.8,0,4.7,0
cmlahwq,7/1/2023 1:15,1,1, ,31.9,0,47.07,0,7.9,0,30.4,0,1.36,0,6,0,74.7,0,4.6,0
cmlahwq,7/1/2023 1:30,1,1, ,32,0,47.19,0,7.8,0,30.5,0,1.37,0,6,0,66.7,0,4.1,0
cmlahwq,7/1/2023 1:45,1,1, ,32,0,47.19,0,7.8,0,30.5,0,1.37,0,6,0,71.2,0,4.4,0
cmlahwq,7/1/2023 2:00,1,1, ,31.8,0,46.68,0,7.8,0,30.1,0,1.38,0,5,0,65.7,0,4.1,0
cmlahwq,7/1/2023 2:15,1,1, ,31.6,0,46.75,0,7.9,0,30.2,0,1.36,0,6,0,80.8,0,5,0
cmlahwq,7/1/2023 2:30,1,1, ,31.5,0,46.6,0,7.9,0,30.1,0,1.34,0,7,0,83.6,0,5.2,0
cmlahwq,7/1/2023 2:45,1,1, ,31.6,0,46.63,0,8,0,30.1,0,1.3,0,6,0,84.9,0,5.3,0
cmlahwq,7/1/2023 3:00,1,1, ,31.7,0,46.69,0,7.9,0,30.1,0,1.28,0,6,0,80.1,0,5,0
cmlahwq,7/1/2023 3:15,1,1, ,31.7,0,46.73,0,7.9,0,30.2,0,1.25,0,6,0,79.8,0,5,0
cmlahwq,7/1/2023 3:30,1,1, ,31.6,0,46.67,0,7.9,0,30.1,0,1.22,0,6,0,79.7,0,5,0
cmlahwq,7/1/2023 3:45,1,1, ,31.6,0,46.72,0,7.9,0,30.2,0,1.21,0,6,0,77.1,0,4.8,0
cmlahwq,7/1/2023 4:00,1,1, ,31.6,0,46.63,0,7.9,0,30.1,0,1.18,0,7,0,78.1,0,4.9,0
cmlahwq,7/1/2023 4:15,1,1, ,31.6,0,46.85,0,7.9,0,30.3,0,1.16,0,7,0,75.7,0,4.7,0
cmlahwq,7/1/2023 4:30,1,1, ,31.6,0,47.26,0,7.8,0,30.6,0,1.15,0,5,0,59,0,3.7,0
cmlahwq,7/1/2023 4:45,1,1, ,31.6,0,47.24,0,7.7,0,30.5,0,1.14,0,5,0,51,0,3.2,0
cmlahwq,7/1/2023 5:00,1,1, ,31.6,0,47.95,0,7.8,0,31.1,0,1.13,0,6,0,61,0,3.8,0
cmlahwq,7/1/2023 5:15,1,1, ,31.6,0,47.91,0,7.7,0,31,0,1.13,0,5,0,52.4,0,3.3,0
cmlahwq,7/1/2023 5:30,1,1, ,31.6,0,47.94,0,7.7,0,31,0,1.12,0,5,0,53.5,0,3.3,0
cmlahwq,7/1/2023 5:45,1,1, ,31.5,0,47.75,0,7.7,0,30.9,0,1.1,0,5,0,54.6,0,3.4,0
cmlahwq,7/1/2023 6:00,1,1, ,31.5,0,47.72,0,7.7,0,30.9,0,1.09,0,5,0,49,0,3.1,0
cmlahwq,7/1/2023 6:15,1,1, ,31.5,0,47.35,0,7.8,0,30.6,0,1.1,0,8,0,55.3,0,3.5,0
cmlahwq,7/1/2023 6:30,1,1, ,31.5,0,47.17,0,7.7,0,30.5,0,1.11,0,5,0,55.3,0,3.5,0
cmlahwq,7/1/2023 6:45,1,1, ,31.5,0,47.11,0,7.8,0,30.4,0,1.12,0,6,0,67.2,0,4.2,0
cmlahwq,7/1/2023 7:00,1,1, ,31.5,0,47.34,0,7.8,0,30.6,0,1.14,0,5,0,68.8,0,4.3,0
cmlahwq,7/1/2023 7:15,1,1, ,31.4,0,47.36,0,7.8,0,30.6,0,1.16,0,5,0,66.1,0,4.1,0
cmlahwq,7/1/2023 7:30,1,1, ,31.4,0,47.34,0,7.8,0,30.6,0,1.18,0,4,0,62.7,0,3.9,0
cmlahwq,7/1/2023 7:45,1,1, ,31.4,0,47.35,0,7.8,0,30.6,0,1.19,0,4,0,63.5,0,4,0
cmlahwq,7/1/2023 8:00,1,1, ,31.3,0,47.18,0,7.8,0,30.5,0,1.23,0,5,0,67.3,0,4.2,0
cmlahwq,7/1/2023 8:15,1,1, ,31.3,0,47.11,0,7.8,0,30.5,0,1.25,0,4,0,66.3,0,4.2,0
cmlahwq,7/1/2023 8:30,1,1, ,31.3,0,47.19,0,7.9,0,30.5,0,1.28,0,5,0,69.8,0,4.4,0
cmlahwq,7/1/2023 8:45,1,1, ,31.4,0,47.28,0,7.8,0,30.6,0,1.31,0,5,0,62.1,0,3.9,0
cmlahwq,7/1/2023 9:00,1,1, ,31.4,0,47.39,0,7.8,0,30.7,0,1.35,0,5,0,62.6,0,3.9,0
cmlahwq,7/1/2023 9:15,1,1, ,31.4,0,47.3,0,7.8,0,30.6,0,1.39,0,4,0,66.9,0,4.2,0
cmlahwq,7/1/2023 9:30,1,1, ,31.5,0,47.47,0,7.9,0,30.7,0,1.42,0,4,0,73,0,4.6,0
cmlahwq,7/1/2023 9:45,1,1, ,31.5,0,47.69,0,7.8,0,30.9,0,1.46,0,5,0,67.7,0,4.2,0
cmlahwq,7/1/2023 10:00,1,1, ,31.5,0,47.79,0,7.9,0,30.9,0,1.51,0,9,0,69.7,0,4.3,0
cmlahwq,7/1/2023 10:15,1,1, ,31.5,0,47.79,0,7.9,0,30.9,0,1.54,0,10,0,68.6,0,4.3,0
cmlahwq,7/1/2023 10:30,1,1, ,31.5,0,47.82,0,7.8,0,31,0,1.57,0,7,0,66.4,0,4.1,0
cmlahwq,7/1/2023 10:45,1,1, ,31.5,0,47.86,0,7.8,0,31,0,1.57,0,6,0,65.2,0,4.1,0
cmlahwq,7/1/2023 11:00,1,1, ,31.5,0,47.83,0,7.9,0,31,0,1.58,0,6,0,74.1,0,4.6,0
cmlahwq,7/1/2023 11:15,1,1, ,31.8,0,47.58,0,7.9,0,30.8,0,1.57,0,5,0,81.5,0,5.1,0
cmlahwq,7/1/2023 11:30,1,1, ,32,0,47.4,0,7.9,0,30.6,0,1.55,0,6,0,78,0,4.8,0
cmlahwq,7/1/2023 11:45,1,1, ,31.9,0,47.3,0,7.9,0,30.6,0,1.53,0,7,0,76.3,0,4.7,0
cmlahwq,7/1/2023 12:00,1,1, ,31.8,0,47.47,0,7.9,0,30.7,0,1.53,0,7,0,74.5,0,4.6,0
cmlahwq,7/1/2023 12:15,1,1, ,31.6,0,47.81,0,7.8,0,30.9,0,1.54,0,9,0,58.4,0,3.6,0
cmlahwq,7/1/2023 12:30,1,1, ,31.7,0,47.83,0,7.8,0,31,0,1.54,0,7,0,57.2,0,3.6,0
cmlahwq,7/1/2023 12:45,1,1, ,31.7,0,47.83,0,7.8,0,31,0,1.52,0,9,0,68.5,0,4.3,0
cmlahwq,7/1/2023 13:00,1,1, ,32.4,0,47.08,0,8,0,30.4,0,1.51,0,6,0,98.4,0,6.1,0
cmlahwq,7/1/2023 13:15,1,1, ,32.5,0,47.16,0,8,0,30.4,0,1.49,0,5,0,105,0,6.5,0
cmlahwq,7/1/2023 13:30,1,1, ,32.7,0,47.06,0,8,0,30.4,0,1.43,0,5,0,111.8,0,6.9,0
cmlahwq,7/1/2023 13:45,1,1, ,32.7,0,47.23,0,8,0,30.5,0,1.38,0,4,0,110.8,0,6.8,0
cmlahwq,7/1/2023 14:00,1,1, ,32.8,0,47.41,0,8,0,30.6,0,1.33,0,3,0,110,0,6.7,0
